SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1329.25,1333,1314,1316.05,1314,1318.4,199,800,1057155,
500003,AEGIS LOGIS ,A ,Q,189.9,189.9,182.05,183.4,183,186.05,564,10230,1899725,
500008,AMAR RAJA BA,A ,Q,630,630,617.2,620.7,622.75,622.2,328,10706,6658915,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
538562,SKIPPER     ,B ,Q,48.5,50,48.35,49.2,48.35,48.5,73,3730,184003,
538564,JAMESWARREN ,X ,Q,85.2,85.2,84.95,84.95,84.95,84.9,9,31,2634,
538566,APOLLOTRI   ,X ,Q,185.1,189,185.1,185.85,186,186.55,69,10380,1942079,
538567,GULFOIL LUB ,B ,Q,859,865,858,865,865,866.4,1207,8432,7251165,
538597,TTIENT      ,X ,Q,1.4,1.4,1.4,1.4,1.4,1.47,1,1,1,
538598,VISHAL      ,B ,Q,345,345,345,345,345,345,1,50,17250,
538607,TOYAMIND    ,X ,Q,2.54,2.57,2.37,2.57,2.57,2.45,57,90139,229418,
538608, DWITIYA    ,Z ,Q,5.05,5.05,5.05,5.05,5.05,4.82,1,10,50,
538610,UNISON      ,XT,Q,49,50.1,47.9,49.9,50,48.45,34,21261,1062130,
538634,VRL         ,X ,Q,27,29,27,29,29,29,3,25,685,
538635,SNOWMAN     ,B ,Q,28.9,29.1,28.2,28.65,28.45,28.5,163,20452,584901,
538647,PURSHOTTAM  ,X ,Q,12.54,12.54,12.54,12.54,12.54,11.96,17,136,1705,
538653,EML         ,X ,Q,0.75,0.75,0.75,0.75,0.75,0.75,1,1,0,
538666,SHARDACROP  ,A ,Q,275.45,275.85,275.45,275.85,275.85,271.7,3,17,4686,
538668,NAYSAA      ,M ,Q,48,48,48,48,48,43,1,4000,192000,
538683,RELSENSEX   ,B ,Q,393.67,393.67,393.67,393.67,393.67,392.87,1,3,1181,
538685,SHEMAROO    ,B ,Q,257.15,260,257.15,258.6,260,245,2,2,517,
538706,ULTRACAB    ,X ,Q,49.55,59.95,49.55,54.15,54.15,53.6,46,6000,320010,
538708,ETIL        ,X ,Q,6.55,6.57,6.55,6.57,6.57,6.86,5,4801,31466,
538713,ATISHAY     ,X ,Q,59,60.55,59,60,60.55,59,5,200,11849,
538715,DHABRIYA    ,X ,Q,44.9,44.9,44.9,44.9,44.9,45.5,2,10,449,
538730,PDSMFL      ,B ,Q,323,323,318,323,323,323.3,36,182,58341,
538742,PANACHE     ,X ,Q,29.95,29.95,29.95,29.95,29.95,28.75,1,2,59,
538743,MUDUNURU    ,X ,Q,4,4,4,4,4,4.18,1,50,200,
538765,JSHL        ,M ,Q,7.5,7.62,7.5,7.57,7.58,7.51,22,110000,832300,
538772,NIYOGIN     ,B ,Q,53,53,51.5,51.75,51.5,51.9,12,1873,97519,
538787,GBFL        ,XT,Q,2.29,2.29,2.29,2.29,2.29,2.25,1,1,2,
538795,SAPPL       ,X ,Q,160,164,148,163,163,159.4,17,20,3076,
538812,AANCHALISP  ,X ,Q,11.2,11.85,11.2,11.85,11.85,11.88,8,25161,294935,
538817,CAPPIPES    ,M ,Q,20,20.05,18.7,19.95,19.95,18.4,8,12000,235200,
538834,MEL         ,XT,Q,9.22,10.18,9.22,10.17,10.17,9.7,12,2111,21126,
538835,INTELLECT   ,A ,Q,209.8,210.55,207.8,209.45,209.45,208.5,323,11746,2460049,
538836,MONTECARLO  ,B ,Q,231.95,238,231.65,237,238,232.95,28,150,35092,
538837,JSTL        ,X ,Q,21.95,21.95,17.5,18.8,18.85,18.85,11,3026,56256,
538858,CAMSONBIO   ,XT,Q,10.2,10.2,10.12,10.12,10.12,10.65,95,16679,168842,
538860,PANAFIC     ,XT,Q,0.3,0.3,0.29,0.29,0.29,0.3,7,59127,17674,
538868,CSL         ,XT,Q,5,5.1,5,5.1,5.1,5,3,10000,50500,
538882, EMERALD    ,X ,Q,9.4,9.75,9.4,9.75,9.75,9.34,3,4,38,
538890,MKEXIM      ,X ,Q,9.89,9.89,9.5,9.89,9.89,9.99,5,2000,19419,
538891,MCLOUD      ,X ,Q,28,28.25,27.55,27.7,27.7,27.95,1585,170576,4737293,
538896,KANCHI      ,XT,Q,259.7,267.85,258.9,259.05,259.05,259.7,38,533,139669,
538902,DHUN TEAIND ,B ,Q,168.75,168.75,157,157,157,162,44,260,41118,
538922,COSYN       ,X ,Q,24.7,25.5,24,25,25,25,8,262,6482,
538942,MERCANTILE  ,X ,Q,6.63,6.63,6.63,6.63,6.63,6.32,7,8414,55784,
538943,SONAL       ,XT,Q,22.8,22.8,22.8,22.8,22.8,22.4,1,50,1140,
538961,GENUSPAPER  ,B ,Q,4.55,4.55,4.54,4.54,4.54,4.48,8,6830,31060,
538962,MINDACORP   ,B ,Q,87.35,96.05,86,95.45,96.05,87.35,865,25059,2343499,
538964,MERCURYLAB  ,X ,Q,231,231,231,231,231,220,5,500,115500,
538965,CONCORD     ,XT,Q,22,22,20.9,22,22,21.9,5,202,4334,
538979,GRNLAM IND  ,B ,Q,723,723,711.25,711.25,711.25,742.4,14,18,12924,
538987,TALBROSENG  ,X ,Q,96.35,96.65,85.05,85.05,85.05,93.75,16,3119,289798,
538992,SAPL        ,X ,Q,316,316,316,316,316,317,1,5,1580,
538993,PUROHITCON  ,XT,Q,6.85,6.85,6.85,6.85,6.85,7.21,1,10,68,
539006,PTCIL       ,X ,Q,399,409.25,398.95,400.5,409.25,390,5,150,59925,
539009,GBLIL       ,X ,Q,2.86,2.86,2.86,2.86,2.86,2.91,5,262,749,
539011,CHENFERRO   ,XT,Q,10.61,10.61,10.61,10.61,10.61,10.11,9,1350,14323,
539017,ASHFL       ,X ,Q,42,42,37.15,41.7,41.7,39.1,15,178,7373,
539018,BEEKAY      ,X ,Q,229.95,230,224.55,224.55,224.55,229,8,270,61477,
539026,SSPNFIN     ,M ,Q,58.5,58.5,56,56,56,56.3,2,12000,687000,
539031,SETFBSE100  ,B ,Q,113.08,114.96,113.02,113.5,113.5,112.5,14,1334,152099,
539032,FRASER      ,X ,Q,11,11,10.6,10.99,10.98,10.7,12,10450,113312,
539042,AGIIL       ,T ,Q,64,64,64,64,64,61,1,10,640,
539043,BKMINDST    ,B ,Q,1.3,1.3,1.3,1.3,1.3,1.31,1,100,130,
539044,MANAKSTELTD ,B ,Q,11.85,11.85,11.85,11.85,11.85,11.99,1,1000,11850,
539045,MNKALCOLTD  ,B ,Q,4.01,4.99,4.01,4.55,4.55,4.6,7,556,2583,
539046,MNKCMILTD   ,T ,Q,3.8,3.8,3.6,3.6,3.6,3.62,4,589,2180,
539056,ADLABS      ,B ,Q,3.3,3.33,3.21,3.3,3.3,3.29,68,26010,85456,
539083,INOXWIND    ,A ,Q,33.25,34.55,33.25,33.95,34.35,33.25,35,1346,45586,
539097,YOGYA       ,M ,Q,35,35.05,35,35.05,35.05,32.35,3,32000,1120800,
539113,PML         ,X ,Q,1170,1170,1045,1072.95,1058.05,1098.4,39,144,156636,
539117,SUJALA      ,XT,Q,22.75,22.75,22.75,22.75,22.75,22.35,1,1,22,
539118,VRLLOG      ,B ,Q,287.25,292.5,285.7,291.3,291.1,286.25,294,4233,1232791,
539122,BODHTREE    ,X ,Q,38,39.5,37,38.25,39,38.7,49,6151,237298,
539123,VBIND       ,XT,Q,1.43,1.43,1.43,1.43,1.43,1.45,1,1,1,
539126,MEP         ,B ,Q,27.75,28.6,27.1,27.95,27.95,27.2,378,55339,1535750,
539131,CLLIMITED   ,Z ,Q,2.49,2.49,2.49,2.49,2.49,2.45,2,800,1992,
539132,VEGETABLE   ,XT,Q,3.62,3.62,3.62,3.62,3.62,3.62,2,8,28,
539141,UFO         ,B ,Q,143.5,143.5,138.05,140,140,138.75,74,614,86560,
539143,PANTH       ,X ,Q,127.35,127.8,124,127.55,127.8,125.3,1147,216934,27305574,
539148,SHIVALIK    ,X ,Q,184.5,184.5,175,180.2,180,181.05,185,2946,525772,
539150,PNCINFRA    ,A ,Q,175.5,182,173.95,180.3,178.9,174.85,164,1550,279244,
539151,ARFIN       ,X ,Q,66.7,67.25,65.95,66.8,67.25,61.55,19,1521,101594,
539175,INDRAIND    ,X ,Q,19.35,19.35,19.35,19.35,19.35,20.35,1,15,290,
539176,HAWAENG     ,XT,Q,34.45,34.45,34.45,34.45,34.45,32.95,1,10,344,
539177,AIIL        ,X ,Q,23.15,24.3,23.15,24.3,24.3,23.15,2,115,2777,
539195,POEL        ,X ,Q,30.2,33.85,28.85,30.1,29.6,31.35,15,14142,421487,
539196,AEL         ,X ,Q,9.05,9.05,9.05,9.05,9.05,9.12,1,3,27,
539198,CAPFIN      ,XT,Q,1.52,1.68,1.52,1.68,1.68,1.6,2,321,488,
539199,MOONGIPASEC ,XT,Q,2.7,2.7,2.7,2.7,2.7,2.7,1,5400,14580,
539201,SATIA       ,B ,Q,660,680,660,679.75,670,650.05,14,547,363851,
539207,MANPASAND   ,A ,Q,15.9,16.5,15.3,16.45,16.35,15.75,208,46632,755668,
539216,JUNCTION    ,M ,Q,38,38,38,38,38,37,1,4000,152000,
539219,MUL         ,X ,Q,225,225,219.05,220.2,220.05,223.85,103,7073,1559756,
539221,SPORTKING   ,XT,Q,297.9,298.05,297.9,298.05,298.05,283.9,5,12,3575,
539223,AMBITION    ,T ,Q,14.25,14.59,14,14.59,14.59,13.9,95,27365,397329,
539225,JIYAECO     ,B ,Q,51.5,51.5,50.6,50.85,50.85,50.75,334,40914,2087630,
539226,RUDRA       ,T ,Q,103,103,93.25,93.4,93.4,98.15,7,142,13476,
539228,GGPL        ,B ,Q,72.2,72.45,71.95,72,71.95,72.3,26,2083,150155,
539235,GPL         ,XT,Q,348,348,347,347,347,332,2,4,1389,
539251,BALKRISHNA  ,B ,Q,18.6,18.6,18.3,18.3,18.3,17.5,2,600,11130,
539252,SCFL        ,B ,Q,3,3,3,3,3,2.86,18,35111,105333,
539254,ADANITRANS  ,A ,Q,239.5,239.9,235.6,237.7,239,236.35,587,8949,2127694,
539255,STARDELTA   ,X ,Q,75.4,82.95,75.35,80.95,82.95,79.15,6,540,40920,
539267,DRHABEEB    ,XT,Q,47.55,47.55,47.4,47.4,47.4,47.55,3,10,474,
539268,SYNGENE     ,A ,Q,313.5,318,313.5,315.05,314.8,312.7,146,1856,585908,
539275,MSL         ,B ,Q,58,58,58,58,58,59,1,67,3886,
539276,KAYA        ,B ,Q,345.25,367.9,342.45,347.95,351.55,350.05,291,2011,716439,
539278,SYMBIOX     ,X ,Q,0.35,0.35,0.34,0.34,0.34,0.35,6,8492,2910,
539287,ORTINLAABS  ,T ,Q,8.98,9.22,8.98,9.22,9.22,8.79,8,2800,25576,
539289,MJCO        ,B ,Q,415,416.55,413.2,413.45,415,412.4,46,449,185882,
539290,BINDALAGRO  ,B ,Q,8.49,8.7,8.2,8.46,8.46,8.53,31,8546,72724,
539291,OZONEWORLD  ,XT,Q,53.75,53.75,53.75,53.75,53.75,56.55,1,200,10750,
539300,AKSPINTEX   ,X ,Q,14.63,14.63,14.63,14.63,14.63,13.95,2,16,234,
539301,ARVSMART    ,B ,Q,88.2,90,87.05,88,88,87.65,10,1110,99594,
539302,POWERMECH   ,B ,Q,641,660,641,653.3,655,640.85,52,1808,1169321,
539309,RAMASTEEL   ,B ,Q,57.85,57.95,56.75,57.45,57.95,55.7,4,125,7207,
539310,TISL        ,B ,Q,2.22,2.58,2.18,2.41,2.45,2.43,102,1646913,3840729,
539312,UTISENSETF  ,B ,Q,387,389.5,387,389.49,389.49,387,15,344,133935,
539331,VETO        ,B ,Q,49.6,50.1,48,48.9,49.25,49.6,261,5189,255717,
539332,NAVKARCORP  ,A ,Q,34.85,36.05,33.1,35.4,35.5,34.55,541,147434,5231403,
539334,SHREEPUSHK  ,B ,Q,88.8,90.95,85.8,86.3,86.3,88.2,339,7171,630965,
539336,GUJGAS      ,A ,Q,168.95,174.25,167.7,173.8,173.95,166.55,755,18730,3221596,
539346,SADBHIN     ,B ,Q,50,50,43,48.1,48.1,46.8,15,772,35611,
539351,PRABHAT     ,B ,Q,64,66.5,62.95,65.15,65,63.25,97,7961,519550,
539353,SALAUTO     ,X ,Q,153.15,154.3,153.15,154.25,154.25,155.8,7,105,16141,
539359,PRITIKAUTO  ,X ,Q,101.5,101.5,89.65,95.2,96.45,92.3,29,3256,307836,
539363,SKC         ,XT,Q,8.95,8.95,8.95,8.95,8.95,8.53,5,1426,12762,
539384,KRISHNACAP  ,XT,Q,3.48,3.48,3.48,3.48,3.48,3.66,1,500,1740,
539399,BELLACASA   ,T ,Q,118.75,119,118.75,118.75,118.75,124.95,15,2064,245152,
539400,MALLCOM     ,X ,Q,243,243,243,243,243,241.85,1,5,1215,
539404,SATIN       ,B ,Q,270.25,271.6,266.35,270.1,271.6,263.05,8,86,23053,
539407,GENCON      ,X ,Q,77.5,80,71.1,74.35,74.35,77.15,111,20417,1535380,
539409,NEERAJ      ,XT,Q,10.93,10.93,10.93,10.93,10.93,10.93,1,5,54,
539410,WELCON      ,XT,Q,8.5,8.5,7.75,7.75,7.75,8.1,2,60,487,
539428,TEJNAKSH    ,T ,Q,55,56,53,54.05,53.75,55,54,5287,285495,
539436,COFFEEDAY   ,A ,Q,64.15,64.15,64.15,64.15,64.15,67.5,225,36306,2329029,
539437,IDFCFIRSTB  ,A ,Q,42.7,43.25,42.55,42.9,42.7,42.7,1087,659932,28327405,
539448,INDIGO      ,A ,Q,1641.2,1641.2,1616.5,1632.45,1633,1641.2,2040,50792,82718129,
539450,SHK         ,B ,Q,129.65,129.8,127.75,129.2,128.65,127.8,89,947,122440,
539455,ARYAVAN     ,XT,Q,24.5,24.5,24.5,24.5,24.5,24.4,2,125,3062,
539469,PANORAMA    ,X ,Q,43.3,43.3,43.3,43.3,43.3,41.25,6,100,4330,
539479,GTV         ,X ,Q,11.47,11.47,11.47,11.47,11.47,12.07,2,20,229,
539480,LICNETFN50  ,B ,Q,112.48,112.48,112.48,112.48,112.48,113.05,1,160,17996,
539487,LICNETFSEN  ,B ,Q,470,470,470,470,470,470,1,5,2350,
539515,GMLM        ,XT,Q,142.5,143.3,142.5,143.3,143.3,140.5,3,510,72683,
539516,HDFCNIFETF  ,B ,Q,1146.43,1146.43,1140.39,1140.39,1140.39,1130.01,4,15,17178,
539517,SXETF       ,B ,Q,3890.26,3892.46,3836.12,3849.51,3870.61,3877.23,49,64,247794,
539518,UDAYJEW     ,X ,Q,68,72.95,60.6,70,70,70,25,379,23866,
539520,SHAILJA     ,X ,Q,7.9,8.67,7.88,8.66,8.66,8.29,12,303,2410,
539522,GROVY       ,XT,Q,29.9,29.9,29.9,29.9,29.9,29.95,1,10,299,
539523,ALKEM       ,A ,Q,1836.45,1850,1828,1846.65,1843,1820.65,110,236,435218,
539524,LALPATHLAB  ,A ,Q,1257.7,1257.7,1236.9,1242.8,1242.8,1251.2,432,2954,3677886,
539528,AAYUSH      ,X ,Q,26.8,26.8,26.65,26.75,26.75,25.6,9,763,20348,
539542,LUXIND      ,A ,Q,1105,1158.05,1105,1124.2,1137.6,1097.1,266,1069,1204914,
539546,BNL         ,X ,Q,9.65,9.65,9.65,9.65,9.65,9.76,1,1,9,
539551,NH          ,B ,Q,239,245,237,242.55,241.8,233.55,124,1054,253808,
539562,AARNAV      ,XT,Q,29.45,29.45,29.45,29.45,29.45,28.05,2,3009,88615,
539594,MISHTANN    ,X ,Q,38.05,38.05,38.05,38.05,38.05,38.8,7,60,2283,
539596,DELTA       ,XT,Q,3.65,3.65,3.65,3.65,3.65,3.72,8,12,43,
539597,JSLHISAR    ,A ,Q,60.75,61.5,58.45,59.35,58.65,60.15,724,33445,2019426,
539620,AINFRA      ,X ,Q,17,18.5,17,18,18,17.85,9,199,3593,
539621,BCLENTERPR  ,XT,Q,19.8,19.8,19.8,19.8,19.8,20,29,4050,80190,
539636,PRECAM      ,B ,Q,38.4,39,38.15,38.75,38.75,38.6,49,358,13808,
539637,BVL         ,M ,Q,8.3,8.3,7.9,7.9,7.9,8.85,2,6000,48600,
539658,TEAMLEASE   ,A ,Q,2750,2895.8,2733.15,2823.1,2835.4,2714.65,159,459,1294693,
539660,SAHYOGMULT  ,XT,Q,136.95,137.3,124.45,135.85,135,130.95,92,4818,652546,
539678,QUICKHEAL   ,B ,Q,110,113.6,108.45,111.9,111,109.05,133,4497,499017,
539725,GOKULAGRO   ,T ,Q,11.36,12.39,11.36,12.31,12.31,11.95,13,13933,171440,
539730,FREDUN      ,X ,Q,224,226,210.2,221.9,222,219.65,16,599,130228,
539742,SIMBHALS    ,B ,Q,8.5,9.33,8.5,9.33,9.33,7.78,113,64280,594784,
539770,DARJEELING  ,X ,Q,93.05,94.25,90.8,91.75,91,93,64,7425,686396,
539785,PDMJEPAPER  ,B ,Q,11.45,11.45,11.07,11.14,11.07,11.25,8,2330,26302,
539787,HCG         ,B ,Q,103,103.9,95,101.55,98.5,97.95,296,1926,190514,
539798,UMIYA       ,T ,Q,11.1,11.1,10.07,10.88,10.89,10.6,12,5580,60417,
539799,BHARATWIRE  ,B ,Q,30,30.1,28.5,28.7,28.8,28.95,24,1304,37989,
539807,INFIBEAM    ,A ,Q,39.4,40.3,39.3,39.7,39.7,39.2,250,63009,2502197,
539814,RADHEY      ,XT,Q,19.75,19.95,19.5,19.5,19.5,19.75,3,13,256,
539837,RPEL        ,B ,Q,124.9,124.9,124.9,124.9,124.9,124,1,26,3247,
539841,LANCER      ,B ,Q,49,49,48.95,49,49,47,6,583,28564,
539844,EQUITAS     ,A ,Q,110.85,115.8,108.65,114.35,114.35,109.35,1775,255275,28700886,
539854,HALDER      ,X ,Q,44.9,44.9,44.9,44.9,44.9,44.9,1,1,44,
539871,THYROCARE   ,A ,Q,468.2,468.2,462,464.6,465.7,470.15,107,959,445425,
539872,BAJAJHCARE  ,B ,Q,179.95,179.95,174.55,174.65,174.55,180,4,47,8214,
539874,UJJIVAN     ,A ,Q,290.3,306.6,286.75,302.8,302.8,289.45,2583,210563,62514569,
539876,CROMPTON    ,A ,Q,230.75,231.45,228.65,230.85,230.7,228.1,641,181149,41665457,
539883,PILANIINVS  ,B ,Q,1886,1886,1830,1835.8,1832,1852.05,32,2161,3986149,
539884,DARSHANORNA ,B ,Q,45.7,45.7,41.65,45.6,45.6,44.95,24,2086,94718,
539889,PARAGMILK   ,A ,Q,135,138.4,131.65,133.8,133.8,134.8,248,8673,1169177,
539894,MADHAVIPL   ,XT,Q,182.1,182.9,182.1,182.9,182.9,174.2,13,500,91370,
539917,NAGARFERT   ,B ,Q,3.51,3.6,3.49,3.58,3.6,3.45,65,26994,96041,
539921,SEIL        ,T ,Q,98.7,98.7,98.7,98.7,98.7,94,1,1,98,
539938,MIL         ,X ,Q,98,100.5,95,97.25,97.25,98.85,16,4156,404090,
539939,YASHCHEM    ,B ,Q,82.9,83,82.9,83,83,82.55,2,150,12445,
539940,MAXVIL      ,B ,Q,48.75,48.75,44.6,44.9,44.75,44.6,170,4148,189930,
539956,TAALENT     ,X ,Q,211,235.95,211,234.95,234.95,225.95,14,192,43291,
539957,MGL         ,A ,Q,844.85,856,839.3,853.25,853.25,837.75,1231,48566,41093250,
539962,QFSL        ,X ,Q,0.19,0.19,0.19,0.19,0.19,0.19,1,1000,190,
539978,QUESS       ,A ,Q,468.4,468.4,456.7,457.55,456.7,469.7,284,2649,1215923,
539979,DIGJAMLTD   ,T ,Q,1.15,1.24,1.14,1.24,1.24,1.19,26,30140,35346,
539980,ICICIMCAP   ,B ,Q,58.49,58.58,58.17,58.58,58.58,58.39,48,481,28122,
539981,MAXINDIA    ,A ,Q,60.05,60.25,59.45,60,60,60.05,40,503802,30227919,
539982,ASYL        ,T ,Q,16.4,18.05,16.4,18,18,17.25,6,5561,91224,
539984,HUIL        ,X ,Q,630,642,622.3,639,639,612.7,11,55,34738,
539986,COMSYN      ,B ,Q,44.95,48.95,44,48.8,48.85,45,13,427,19788,
539992,LLOYDSTEEL  ,B ,Q,0.47,0.47,0.45,0.46,0.47,0.45,103,318862,146532,
540005,LTI         ,A ,Q,1665,1671,1649,1664.45,1667.6,1643.8,703,4135,6869791,
540006,EASTWEST    ,X ,Q,107.5,107.5,95.5,104.25,105.95,100.9,50,3768,391951,
540024,ASHARI      ,XT,Q,19.2,19.6,19,19.2,19.6,19.2,23,35700,681622,
540025,ADVENZYMES  ,A ,Q,148.55,151.85,148,150.3,148,149.1,49,890,133932,
540027,PTIL        ,T ,Q,395.4,398.4,395.4,395.5,395.5,396.9,11,72,28501,
540047,DBL         ,A ,Q,357.1,385,350.3,373.05,371.95,351.3,3835,71344,26579066,
540048,SPAL        ,B ,Q,190.5,194.05,183,187.05,194.05,190,27,406,77353,
540061,BIGBLOC     ,B ,Q,27.35,27.35,27.35,27.35,27.35,25.55,1,5,136,
540064,FRETAIL     ,A ,Q,408,414,399.2,402.3,400.5,409.35,389,6774,2738744,
540065,RBLBANK     ,A ,Q,323.7,327.8,318.5,321.8,324.15,324.95,5584,539322,174424383,
540071,CAMSONSEEDS ,Z ,Q,2.95,3.25,2.95,2.95,2.95,3.1,9,10172,30023,
540073,BLS         ,B ,Q,71.25,88.85,71.25,80.15,80.15,80.35,51,1682,135843,
540080,NARAYANI    ,T ,Q,21.5,23.1,21.5,23.1,23.1,22.5,2,20,446,
540083,TVVISION    ,B ,Q,1.45,1.51,1.45,1.51,1.51,1.52,5,1030,1520,
540108,TAHL        ,X ,Q,83.8,85,81.1,82.45,83.9,82.25,60,3242,267269,
540115,LTTS        ,A ,Q,1648.3,1651.1,1618.4,1626.85,1626.85,1645.5,565,2854,4675296,
540124,GNA         ,B ,Q,233.25,235,232.75,234.25,235,231.65,63,341,79883,
540125,RADHIKAJWE  ,M ,Q,18.4,21,18.4,19.75,19.5,18.35,17,27200,536480,
540133,ICICIPRULI  ,A ,Q,432.9,432.9,425.3,426.75,426.75,428.3,2104,59895,25631481,
540134,IISL        ,X ,Q,14.1,14.1,11.35,13.97,11.36,13.95,6,2430,33966,
540135,ARCFIN      ,XT,Q,1.27,1.27,1.27,1.27,1.27,1.24,1,1,1,
540136,HPL         ,B ,Q,40.75,40.75,39.6,40.3,40.35,39.35,21,1179,47394,
540143,SAGARSOFT   ,X ,Q,53.9,53.9,42.25,45.25,45.8,50.3,337,14393,654412,
540145,VALIANTORG  ,M ,Q,1225,1225,1225,1225,1225,1245,1,150,183750,
540147,SHASHIJIT   ,M ,Q,29.55,29.55,29.55,29.55,29.55,28.95,1,4800,141840,
540151,DIKSAT      ,M ,Q,96.2,96.2,96.2,96.2,96.2,100,1,1500,144300,
540153,ENDURANCE   ,A ,Q,920.45,923.45,906.45,915.15,919.15,909.45,163,476,435747,
540173,PNBHOUSING  ,A ,Q,647.4,667.6,620,632.2,631.3,641.2,881,17620,11474602,
540175,REGENCY     ,X ,Q,32,32.75,31.95,31.95,31.95,32,149,16887,551479,
540180,VBL         ,A ,Q,634.5,638.4,626.1,629.35,629.35,630.95,54,619,391638,
540192,LKPSEC      ,X ,Q,6,6.12,5.56,5.62,5.8,5.85,48,19351,108593,
540198,OSIAJEE     ,X ,Q,30.9,31.2,30.1,30.8,31.2,30.55,57,49512,1517186,
540203,SFL         ,B ,Q,1200,1233.75,1175,1210.75,1205,1216.7,85,3572,4286342,
540205,AVL         ,M ,Q,22.1,22.1,22.1,22.1,22.1,22.25,2,20000,442000,
540210,TMRVL       ,T ,Q,12.8,12.95,12.3,12.3,12.95,12.76,14,1208,14909,
540212,TCIEXP      ,B ,Q,623,629,623,624.45,623.9,629.95,21,196,122595,
540222,LAURUSLABS  ,A ,Q,328.5,337,328.05,335.4,336.5,326.5,251,3104,1035104,
540243,NEWLIGHT    ,XT,Q,38.95,39,37.5,39,39,39,6,20712,777733,
540253,SNTCL       ,XT,Q,13.2,13.2,13.2,13.2,13.2,13.85,1,2500,33000,
540268,DHANVARSHA  ,X ,Q,54.95,54.95,54.95,54.95,54.95,53,1,1,54,
540293,PRICOLLTD   ,B ,Q,28.9,29.25,28.8,29.1,29,28.75,59,1696,49074,
540311,JITFINFRA   ,T ,Q,7,7.35,6.8,7.3,7.3,7,15,4570,33131,
540358,RMC         ,M ,Q,27,27,27,27,27,24.7,1,2000,54000,
540360,LLFICL      ,X ,Q,104.45,107.2,104.4,107.15,107.15,107.3,138,26313,2817068,
540361,DANUBE      ,XT,Q,7.89,8.7,7.89,8.5,8.5,8.3,18,1868,14905,
540366,RADIOCITY   ,B ,Q,38.3,38.75,37.85,38.25,38.25,38.3,5,265,10141,
540376,DMART       ,A ,Q,1534.95,1541,1515.8,1521.7,1521.7,1524.25,1282,11503,17562238,
540386,ONTIC       ,XT,Q,6.37,6.37,6.37,6.37,6.37,6.5,1,1000,6370,
540396,MANOMAY     ,M ,Q,34.3,34.3,34.3,34.3,34.3,34.1,1,4000,137200,
540403,CLEDUCATE   ,B ,Q,83.1,88.3,81.05,82,82,81.95,18,239,19922,
540404,PRIME       ,M ,Q,100,111.95,96.5,110.6,111.95,111.3,18,33000,3419900,
540425,SHANKARA    ,A ,Q,261.75,312.6,261,308.05,312.6,260.5,3076,66278,19794296,
540426,RELSTRUCT   ,M ,Q,9.46,9.46,9.46,9.46,9.46,9.95,1,3000,28380,
540497,SCHAND      ,B ,Q,60.6,64.5,56.6,63,63,62.55,15,524,32599,
540519,MEERA       ,M ,Q,185,190,185,190,190,190.5,5,12000,2222500,
540526,IRBINVIT    ,IF,Q,64.99,64.99,64.5,64.6,64.6,64.99,4,60000,3876950,
540530,HUDCO       ,A ,Q,35.5,36.5,35.15,35.6,35.6,35.05,402,109532,3922728,
540544,PSPPROJECT  ,B ,Q,505,513.2,501.6,509.25,509.25,508.75,43,487,248235,
540550,YUG         ,M ,Q,21.55,21.55,21.55,21.55,21.55,21.45,1,4000,86200,
540552,AXISAEGPG   ,B ,Q,11,11,11,11,11,10.6,1,4000,44000,
540565,INDIGRID    ,IF,Q,86.5,86.6,86.39,86.39,86.39,86.35,9,51030,4414452,
540570,SFIVL       ,XT,Q,13.9,14.35,13.7,14.25,14.35,13.7,30,3531,49090,
540575,STARCEMENT  ,B ,Q,94,95,92.7,93.7,93,93.2,124,3206,300926,
540595,TEJASNET    ,B ,Q,79,79.6,77.95,78.75,78.25,77.05,167,5491,432310,
540596,ERIS        ,A ,Q,388,395.15,381.3,386.95,386.95,389.85,403,102932,40047747,
540602,GTPL        ,B ,Q,73,73,71.6,71.9,71.9,71.1,30,906,65169,
540611,AUBANK      ,A ,Q,676,681.75,669,674.1,671.6,672.2,173,2223,1500334,
540614,GGENG       ,M ,Q,29,29,29,29,29,27.5,1,2500,72500,
540615,7NR         ,B ,Q,100.05,100.2,99.5,100.15,100.2,100,161,17920,1790257,
540616,ARTEMIS     ,B ,Q,47.1,47.1,47.1,47.1,47.1,49,1,6,282,
540636,HEOF1100RG  ,B ,Q,8.86,9.6,8.86,9.6,9.6,8.8,2,1002,8879,
540642,SALASAR     ,B ,Q,122,123.95,120.95,121.15,121.55,121.55,13,691,84619,
